,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer
8072,1841543,Tata Harper,Moisturizers,Illuminating Anti-Aging Moisturizer,1 oz/ 30 mL,3.5,89,4000,85.0,85.0,no options,0,0,0,0
8073,2284966,Tata Harper,Face Serums,Concentrated Brightening Serum,1.0 oz/ 30 mL,3.0,2,355,295.0,295.0,no options,1,0,0,0
8075,2285013,Tata Harper,Eye Creams & Treatments,Elixir Vitae Eye Serum,0.5 oz/ 15 mL,3.0,2,970,295.0,295.0,no options,1,0,0,0
8076,1841550,Tata Harper,Eye Creams & Treatments,Illuminating Dark Circle Eye Cream,0.5 oz/ 15 mL,3.0,58,2900,115.0,115.0,no options,0,0,0,0
8078,2284933,Tata Harper,Face Serums,Boosted Contouring Serum,1.0 oz/ 30 mL,2.0,1,331,295.0,295.0,no options,1,0,0,0
8082,2339711,Tatcha,Face Primer,The Liquid Silk Canvas: Featherweight Protective Primer,1.0 oz/ 30 mL,4.5,1000,44800,52.0,52.0,no options,0,1,0,0
8085,2181055,Tatcha,Face Serums,Violet-C Brightening Serum 20% Vitamin C + 10% AHA,1 oz/ 30 mL,4.5,1000,82600,88.0,88.0,no options,0,1,0,0
8086,2122489,Tatcha,Exfoliators,The Rice Polish Foaming Enzyme Powder,2.1 oz/ 60 g,4.5,1000,104800,65.0,65.0,no options,0,0,0,0
8088,2236263,Tatcha,Eye Creams & Treatments,The Silk Peony Melting Eye Cream,0.5 oz/ 15 mL,4.5,1000,45900,60.0,60.0,no options,0,1,0,0
8090,2315315,Tatcha,Lip Balms & Treatments,The Kissu Lip Mask,0.32 oz/ 9g,3.5,507,61300,28.0,28.0,no options,0,1,0,0
8091,1890904,Tatcha,Mists & Essences,The Essence Plumping Skin Softener,5.1 oz/ 150 mL,4.5,1000,67800,95.0,95.0,no options,0,0,0,0
8093,1956408,Tatcha,Face Masks,Violet-C Radiance Mask,1.7 oz/ 50 mL,4.0,521,70900,68.0,68.0,no options,0,0,0,0
8094,1826569,Tatcha,Face Sunscreen,Silken Pore Perfecting Sunscreen Broad Spectrum SPF 35 PA+++,2 oz/ 59 mL,4.5,500,58400,65.0,65.0,no options,0,1,0,0
8099,1778851,Tatcha,Night Creams,Luminous Dewy Skin Night Concentrate,1.7 oz/ 50 mL,4.5,199,38200,110.0,110.0,no options,0,0,0,0
8100,1939131,Tatcha,Moisturizers,The Silk Cream,1.7 oz/ 50 mL,4.5,203,31700,120.0,120.0,no options,0,0,0,0
8102,2122521,Tatcha,Moisturizers,The Indigo Cream Soothing Skin Protectant,1.7 oz/ 50 mL,4.0,168,16300,85.0,85.0,no options,0,1,0,0
8103,2072213,Tatcha,Eye Creams & Treatments,The Pearl Tinted Eye Illuminating Treatment,0.4 oz/ 13 mL,4.0,950,60800,48.0,48.0,no options,0,1,0,0
8105,1742329,Tatcha,Face Serums,Luminous Deep Hydration Firming Serum,1 oz/ 30 mL,4.0,109,21000,95.0,95.0,no options,0,0,0,0
8106,2315323,Tatcha,Face Serums,The Serum Stick: Treatment & Touch Up Balm,0.28 oz/ 8g,4.5,1000,21100,48.0,48.0,no options,0,1,0,0
8108,1778844,Tatcha,Eye Creams & Treatments,Luminous Deep Hydration Firming Eye Serum,0.5 oz/ 15 mL,4.0,126,30000,85.0,85.0,no options,0,0,0,0
8109,1773209,Tatcha,Face Oils,Gold Camellia Beauty Oil,1 oz/ 30 mL,4.5,146,37400,95.0,95.0,no options,0,0,0,0
8111,1881051,Tatcha,Lip Balms & Treatments,Camellia Gold Spun Lip Balm,0.21 oz/ 6 g,4.5,600,34300,30.0,30.0,no options,0,1,0,0
8115,963306,TOCCA,Perfume,Florence,1.7 oz/ 50 mL,4.5,531,16800,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.68 oz/ 20 mL Eau de Parfum  - 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
8116,963280,TOCCA,Perfume,Stella,1.7 oz/ 50 mL,4.5,420,10300,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray blood orange  - 0.68 oz/ 20 mL Eau de Parfum  - 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
8117,1005727,TOCCA,Perfume,Cleopatra,1.7 oz/ 50 mL,4.5,531,14900,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.68 oz/ 20 mL Eau de Parfum  - 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
8118,1170315,TOCCA,Perfume,Giulietta,1.7 oz/ 50 mL,4.5,416,10900,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.33 oz/ 10 mL Eau de Parfum Roll-On - 0.68 oz/ 20 mL Eau de Parfum ,0,0,0,0
8121,1293075,TOCCA,Perfume,Colette ,1.7 oz/ 50 mL,4.5,194,7200,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.68 oz/ 20 mL Eau de Parfum ,0,0,0,0
8122,1658194,TOCCA,Rollerballs & Travel Size,Florence Travel Spray ,0.68 oz/ 20 mL,5.0,5,0,46.0,46.0,no options,0,0,0,0
8124,1976091,TOCCA,Candles & Home Scents,Montauk Candle,10 oz/ 287 g,4.5,8,807,42.0,42.0,no options,0,0,0,0
8125,1389550,TOCCA,Bath & Shower,Giulietta Bagno Profumato Body Wash,9 oz/ 266 mL,4.5,24,3200,18.0,18.0,no options,0,0,0,0
8126,1658178,TOCCA,Rollerballs & Travel Size,Cleopatra Travel Spray,0.68 oz/ 20 mL,4.5,3,0,46.0,46.0,no options,0,0,0,0
8127,1586007,TOCCA,Perfume,Simone,1.7 oz/ 50 mL,4.5,155,7500,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.68 oz/ 20 mL Eau de Parfum Spray,0,0,0,0
8128,2173912,TOCCA,Perfume,Gia,1.7oz/50mL,4.0,45,3500,76.0,76.0, - 1.7oz/50mL Eau de Parfum Spray  - 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
8129,2038800,TOCCA,Perfume,Maya,1.7 oz/ 50 mL,4.0,51,2600,76.0,76.0, - 0.68 oz/ 20 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
8130,1912757,TOCCA,Body Mist & Hair Mist,Florence Hair Fragrance,1.7 oz/ 50 mL,4.5,40,4000,34.0,34.0,no options,0,0,0,0
8131,1912740,TOCCA,Body Mist & Hair Mist,Stella Hair Fragrance,1.7 oz/ 50 mL,4.0,36,3600,34.0,34.0,no options,0,0,0,0
8132,1912732,TOCCA,Body Mist & Hair Mist,Cleopatra Hair Fragrance,1.7 oz/ 50 mL,4.5,15,2500,34.0,34.0,no options,0,0,0,0
8134,1658186,TOCCA,Rollerballs & Travel Size,Stella Travel Spray,0.68 oz/ 20 mL,4.5,18,2000,46.0,46.0,no options,0,0,0,0
8135,1237478,TOCCA,Perfume,Bianca,1.7 oz/ 50 mL,4.5,159,5600,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 0.68 oz/ 20 mL Eau de Parfum ,0,0,0,0
8136,1912765,TOCCA,Body Mist & Hair Mist,Giulietta Hair Fragrance,1.7 oz/ 50 mL,4.0,44,5400,34.0,34.0,no options,0,0,0,0
8137,2025690,TOCCA,Hand Cream & Foot Cream,Crema da Mano - Hand Cream Cleopatra,1.5 oz/ 40 mL,3.5,61,3200,10.0,10.0, - 1.5 oz/ 40 mL Hand cream  ,1,0,0,0
8138,1406602,TOCCA,Rollerballs & Travel Size,Giulietta Rollerball,0.33 oz/ 10 mL,4.0,44,2200,27.0,27.0,no options,0,0,0,0
8139,2025724,TOCCA,Hand Cream & Foot Cream,Crema da Mano - Hand Cream Giulietta,1.5 oz/ 40 mL,3.5,17,2200,10.0,10.0, - 1.5 oz/ 40 mL Hand cream  ,1,0,0,0
8140,1609916,TOCCA,Rollerballs & Travel Size,Florence Rollerball,0.33 oz/ 10 mL,4.5,92,5000,27.0,27.0,no options,0,1,0,0
8142,1658202,TOCCA,Rollerballs & Travel Size,Giulietta Travel Spray,0.68 oz/ 20 mL,5.0,7,0,46.0,46.0,no options,0,0,0,0
8143,1653096,TOCCA,Rollerballs & Travel Size,Stella Rollerball,0.33 oz/ 10 mL,4.5,34,2700,27.0,27.0,no options,0,0,0,0
8144,1330034,TOCCA,Rollerballs & Travel Size,Cleopatra Rollerball,0.33 oz/ 10 mL,5.0,4,0,27.0,27.0,no options,0,0,0,0
8145,2015501,TOCCA,Candles & Home Scents,Florence Candle,10 oz/ 287 g,0.0,0,383,42.0,42.0, - 10 oz/ 287 g Candle  English Rose  - 3 oz/ 85 g Candle ,0,0,0,0
8146,1658160,TOCCA,Rollerballs & Travel Size,Colette Travel Spray,0.68 oz/ 20 mL,4.5,6,0,46.0,46.0,no options,0,0,0,0
8147,2098762,TOCCA,Rollerballs & Travel Size,Maya Travel Spray,0.68 oz/ 20 mL,4.0,4,857,46.0,46.0, - 0.68 oz/ 20 mL Eau de Parfum Spray ,0,0,0,0
8148,1660745,TOCCA,Rollerballs & Travel Size,Simone Travel Spray,0.68 oz/ 20 mL,4.5,3,0,46.0,46.0,no options,0,0,0,0
8151,1976109,TOCCA,Candles & Home Scents,Capri Candle,10 oz/ 287 g,4.0,2,408,42.0,42.0,no options,0,0,0,0
8153,2025716,TOCCA,Lotions & Oils,Crema da Mano - Hand Cream Florence,1.5 oz/ 40 mL,3.0,4,1200,10.0,10.0,no options,1,0,0,0
8154,2015485,TOCCA,Candles & Home Scents,Stella Candle,10 oz/ 287 g,0.0,0,315,42.0,42.0, - 10 oz/ 287 g Candle  Italian Blood Orange ,0,0,0,0
8155,2015477,TOCCA,Candles & Home Scents,Cleopatra Candle,10 oz/ 287 g,2.0,1,264,42.0,42.0, - 10 oz/ 287 g Candle  Grapefruit Cucumber  - 3 oz/ 85 g Candle ,0,0,0,0
8156,2038818,TOCCA,Rollerballs & Travel Size,Maya Rollerball,0.33 oz/ 10 mL,4.5,25,1500,27.0,27.0,no options,0,0,0,0
8158,2173920,TOCCA,Rollerballs & Travel Size,Gia Rollerball,0.33 oz/ 10 mL,4.0,5,0,27.0,27.0,no options,0,0,0,0
8159,1976117,TOCCA,Candles & Home Scents,Valencia Candle,10 oz/ 287 g,3.0,2,216,42.0,42.0,no options,0,0,0,0
8160,2173938,TOCCA,Body Mist & Hair Mist,Maya Hair Fragrance,1.7 oz/ 50 mL,3.5,3,743,34.0,34.0,no options,0,0,0,0
8161,2015493,TOCCA,Candles & Home Scents,Giulietta Candle,10 oz/ 287 g,4.0,1,298,42.0,42.0, - 10 oz/ 287 g Candle  Pink Tulip Green Apple ,0,0,0,0
8162,1976125,TOCCA,Candles & Home Scents,Bora Bora Candle,10 oz/ 287 g,3.5,3,326,42.0,42.0, - 10 oz/ 287 g  Candle ,0,0,0,0
8164,1658210,TOCCA,Rollerballs & Travel Size,Bianca Travel Spray,0.68 oz/ 20 mL,4.5,10,0,46.0,46.0,no options,1,0,0,0
8165,2258234,Together Beauty,Leave-In Conditioner,Whatever Wherever Leave-In Conditioner,5 oz/ 148 mL,4.5,134,9900,27.0,27.0,no options,0,1,0,0
8166,2258218,Together Beauty,Shampoo,Love Lather Moisture Shampoo,10 oz/ 296 mL,4.0,60,3500,29.0,29.0,no options,0,1,0,0
8167,2258184,Together Beauty,Hair Oil,Flower Supply Hair Oil,2 oz/ 59 mL,4.5,33,2800,45.0,45.0,no options,0,1,0,0
8168,2258135,Together Beauty,Conditioner,Day Dreamer Conditioner with Anti-Pollution Benefits,6 oz/ 177 mL,3.5,25,2000,28.0,28.0,no options,0,1,0,0
8169,2258143,Together Beauty,Shampoo,Purple Reign Shampoo,6 oz/ 177 mL,3.5,62,5000,24.0,24.0,no options,0,1,0,0
8170,2258168,Together Beauty,Hair Masks,Dreamer Overnight Repair Mask,6.7 oz/ 198 mL,4.5,16,2300,28.0,28.0,no options,0,1,0,0
8171,2258150,Together Beauty,Shampoo,Black Bird Shampoo,6 oz/ 177 mL,4.0,11,1100,26.0,26.0,no options,0,1,0,0
8172,2259166,Together Beauty,Conditioner,Wash & Co Cleansing Conditioner,10 oz/ 296 mL,3.5,25,1200,29.0,29.0,no options,0,1,0,0
8173,2258200,Together Beauty,Shampoo,Vx™ Volumizing Shampoo,10 oz/ 296 mL,3.5,11,1500,29.0,29.0,no options,0,1,0,0
8174,2258192,Together Beauty,Dry Shampoo,Va Va Boom Dry Shampoo and Styling Paste,1.5 oz/ 43 g,3.5,9,852,24.0,24.0,no options,0,1,0,0
8175,2258226,Together Beauty,Hair Spray,Promise Land Setting Spray,5 oz/ 148 mL,4.0,8,663,28.0,28.0,no options,0,1,0,0
8176,2258119,Together Beauty,Hair Styling Products,Sugar Wave Texturizing Spray,5 oz/ 148 mL,4.5,8,1600,27.0,27.0,no options,0,1,0,0
8177,2258176,Together Beauty,Hair Masks,Crown + Glory Smoothing Mask,6.7 oz/ 198 mL,4.5,35,1600,28.0,28.0,no options,0,1,0,0
8178,2259158,Together Beauty,Hair Styling Products,Rebel Rebel Finishing Paste,1.5 oz/ 43 g,4.5,7,424,26.0,26.0,no options,0,1,0,0
8179,2258127,Together Beauty,Hair Styling Products,Wax Poetic Texturizing Wax Spray,5 oz/ 148 mL,4.0,10,1100,26.0,26.0,no options,0,1,0,0
8180,1825181,TokyoMilk,Perfume,Femme Fatale Collection - Excess No. 28,1.6 oz,4.0,76,2300,42.0,42.0,no options,0,0,0,0
8181,2101426,TOM FORD,Lotions & Oils,Soleil Blanc Shimmering Body Oil,3.4 oz/ 101 mL,4.0,132,28200,100.0,100.0, - 3.4 oz/ 101 mL  Oil - 3.4 oz/ 101 mL Rose Gold Oil  - 1.5 oz/ 45 mL,0,0,0,0
8184,1565902,TOM FORD,Perfume,Oud Wood ,1.7 oz/ 50 mL,4.5,87,12400,240.0,240.0,no options,0,0,0,0
8185,1449289,TOM FORD,Perfume,Tobacco Vanille,1.7 oz/ 50 mL,4.5,132,18000,240.0,240.0,no options,0,0,0,0
8186,2259778,TOM FORD,Lip Gloss,Gloss Luxe Lip Gloss,7 ml/ 0.24 fl oz,4.5,24,13400,55.0,55.0,no options,0,0,0,0
8187,2056208,TOM FORD,Perfume,Fucking Fabulous,1.7 oz/ 50 mL,3.5,94,12200,335.0,335.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 8.4 oz/ 250 mL Eau de Parfum Spray - 0.33 oz/ 10 mL Eau de Parfum Spray,1,0,0,0
8188,1007723,TOM FORD,Perfume,Black Orchid,1.7oz/ 50mL,4.5,1000,32100,128.0,128.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7oz/ 50mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 0.33 oz/10 mL Eau de Parfum Travel Spray,0,0,0,0
8189,1808088,TOM FORD,Perfume,Soleil Blanc,1.7 oz/ 50 mL,4.0,161,15600,240.0,240.0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau De Parfum Spray - 8.4 oz/ 248 mL Eau de Parfum Spray - 0.3 oz/ 10 mL Spray Eau de Parfum,0,0,0,0
8190,1992437,TOM FORD,Contour,Shade and Illuminate,.49 oz/ 14 g,4.5,126,15300,88.0,88.0,no options,1,0,0,0
8191,2358380,TOM FORD,Lipstick,Lip Color Lipstick,0.1 oz/ 2.96 mL,4.5,327,119100,55.0,55.0,no options,0,0,0,0
8193,2183788,TOM FORD,Foundation,Traceless Foundation Stick,0.5 oz/ 15 g,4.5,228,23800,88.0,88.0,no options,0,0,0,0
8194,2318756,TOM FORD,Perfume,Rose Prick,1.7 oz/ 50 mL,3.5,20,4300,335.0,335.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 8.4 oz/ 250 mL Eau de Parfum Spray,0,0,0,0
8195,1449149,TOM FORD,Perfume,Neroli Portofino,1.7 oz/ 50 mL,3.5,223,11400,240.0,240.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 8.4 oz/ 248 mL Eau de Parfum Decanter - 0.3 oz/ 10 mL Spray Eau de Parfum,0,0,0,0
8196,2101319,TOM FORD,Perfume,Ombre Leather,1.7 oz/ 50 mL,4.5,93,7100,128.0,128.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.3 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
8197,2101293,TOM FORD,Perfume,Lost Cherry,1.7oz/ 50mL,4.0,60,8400,335.0,335.0, - 1.7oz/ 50mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
8198,2318699,TOM FORD,Perfume,White Suede,1.7 oz/ 50 mL,4.5,17,3700,240.0,240.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 8.4 oz/ 250 mL Eau de Parfum Spray - 0.33 oz/ 10 mL Eau de Parfum Spray,0,0,0,0
8199,2175727,TOM FORD,Rollerballs & Travel Size,Fucking Fabulous Travel Spray,0.33 oz/ 10 mL,2.5,15,2800,72.0,72.0, - 0.33 oz/ 10 mL Eau de Parfum Spray ,0,0,0,0
8200,2318772,TOM FORD,Perfume,Eau de Soleil Blanc,1 oz/ 30 mL,4.0,118,9500,90.0,90.0, - 1 oz/ 30 mL Eau de Toilette Spray  - 1.7 oz/ 50 mL Eau de Toilette Spray - 3.4 oz/ 100 mL Eau de Toilette Spray - 0.34 oz / 10 mL Eau de Toilette Travel Spray,0,1,0,0
8201,2259208,TOM FORD,Lipstick,Boys & Girls Lip Color Lipstick,0.07 oz/ 2.07 ml,4.0,140,76500,36.0,36.0,no options,0,0,0,0
8202,2219608,TOM FORD,Highlighter,Soleil Glow Bronzer,0.75 oz/ 21 g,4.5,25,8500,112.0,112.0,no options,0,0,0,0
8203,1987635,TOM FORD,Eyeliner,Eye Defining Pen,.03 oz/ .8 mL,4.5,287,12300,59.0,59.0,no options,1,0,0,0
8204,1990464,TOM FORD,Blush,Cheek Color,.28 oz/ 8 g,4.5,41,17400,63.0,63.0,no options,1,0,0,0
8206,1706423,TOM FORD,Cologne,Noir Extreme,3.4 oz/ 100 mL,4.5,60,3800,180.0,180.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray  - Out of stock: 0.33 oz/10 ml Eau de Parfum Travel Spray,0,0,0,0
8207,1647817,TOM FORD,Perfume,Costa Azzurra,1.7 oz/ 50 mL,4.0,23,3300,240.0,240.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 8.4 oz/ 248 mL Eau de Parfum Decanter - 0.33 oz/ 10 mL Eau de Parfum Spray,0,0,0,0
8208,1632777,TOM FORD,Perfume,Velvet Orchid,1.7 oz/ 50 mL,4.5,271,13200,128.0,128.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 0.33 oz/10 mL Eau de Parfum Travel Spray,0,0,0,0
8209,1987809,TOM FORD,Eyeshadow,Cream Color For Eyes,.17 oz/ 5 mL,4.5,79,24600,46.0,46.0,no options,1,0,0,0
8210,1866771,TOM FORD,Aftershave,Conditioning Beard Oil,1 oz/ 30 mL,4.5,20,2100,57.0,57.0, - 1 oz/ 30 mL Neroli Portofino   - 1 oz/ 30 mL Oud Wood  - 1 oz/ 30 mL Tobacco Vanille ,1,0,0,0
8211,2101350,TOM FORD,Rollerballs & Travel Size,Oud Wood Travel Spray,0.3 oz/ 10 mL,4.5,22,4100,60.0,60.0, - 0.3 oz/ 10 mL Spray Eau de Parfum ,0,0,0,0
8212,1449305,TOM FORD,Perfume,Tuscan Leather,1.7 oz/ 50 mL,4.0,30,4000,240.0,240.0, - 1 oz/ 30 mL Eau de Parfum Spray  - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 8.4 oz/ 248 mL Eau de Parfum Decanter - 0.33 oz/ 10 mL Eau de Parfum Spray,0,0,0,0
8213,2101335,TOM FORD,Rollerballs & Travel Size,Soleil Blanc Travel Spray,0.3 oz/ 10 mL,4.5,27,6200,60.0,60.0, - 0.3 oz/ 10 mL Spray Eau de Parfum ,0,0,0,0
8214,2259513,TOM FORD,Eye Palettes,Soleil Neige Eye Color Quad Eyeshadow Palette,0.35 oz/ 10 g,4.0,28,5800,88.0,88.0,no options,0,0,1,0
8215,2024016,TOM FORD,Eyebrow,Brow Sculptor,0.02 oz/ 0.6 g,4.5,25,3900,54.0,54.0,no options,1,0,0,0
8216,2358513,TOM FORD,Lipstick,Lip Color Matte Lipstick,0.1 oz/ 2.96 mL,4.5,74,39100,55.0,55.0,no options,0,0,0,0
8219,2101368,TOM FORD,Rollerballs & Travel Size,Tobacco Vanille Travel Spray,0.3 oz/ 10 mL,4.5,38,7900,60.0,60.0, - 0.3 oz/ 10 mL Spray Eau de Parfum ,0,0,0,0
8220,1980473,TOM FORD,Cologne,Oud Minérale,1.7 oz/ 50 mL,5.0,11,1300,240.0,240.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 8.5 oz/ 250 mL Eau de Parfum Decanter,0,0,0,0
8221,2251189,TOM FORD,Perfume, MÉTALLIQUE ,3.4 oz/ 100 mL,3.5,171,2900,195.0,195.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0
8222,1647791,TOM FORD,Perfume,Mandarino Di Amalfi,1.7 oz/ 50 mL,4.0,34,5300,240.0,240.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 8.4 oz/ 248 mL Eau de Parfum Decanter - 0.33 oz/ 10 mL Eau de Parfum Spray,0,0,0,0
8223,2038917,TOM FORD,Perfume,Black Orchid Travel Spray,0.33 oz/10 mL,4.0,25,3400,49.0,49.0, - 0.33 oz/10 mL Eau de Parfum Travel Spray ,0,1,0,0
8226,1477371,TOM FORD,Cologne,Noir,1.7 oz/ 50 mL,4.5,62,2500,128.0,128.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
8227,2175644,TOM FORD,Rollerballs & Travel Size,Eau de Soleil Blanc Travel Spray,0.34 oz / 10 mL,4.5,19,3600,49.0,49.0, - 0.34 oz / 10 mL Eau de Toilette Travel Spray ,0,1,0,0
8228,2220143,TOM FORD,Perfume,White Suede Travel Spray,0.33 oz/ 10 mL,3.0,1,755,60.0,60.0, - 0.33 oz/ 10 mL Eau de Parfum Spray ,0,0,0,0
8229,1804343,TOM FORD,Perfume,Neroli Portofino Acqua,1.7 oz/ 50 mL,3.5,81,3500,128.0,128.0, - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 101 mL Eau de Toilette Spray - 0.34 oz / 10 mL Eau de Toilette Travel Spray,0,0,0,0
8230,1449263,TOM FORD,Perfume,Santal Blush,1.7 oz/ 50 mL,4.5,34,5600,240.0,240.0, - 1.7 oz/ 50 mL Eau de Parfum   - 8.4 oz/ 248 mL Eau de Parfum Decanter,0,0,0,0
8231,2259596,TOM FORD,Highlighter,Soleil Neige Glow Drops Liquid Highlighter,4.7 oz/ 14 ml,5.0,5,2700,50.0,50.0,no options,0,1,1,0
8233,2155968,TOM FORD,Body Mist & Hair Mist,Fucking Fabulous All Over Body Spray,5 oz/ 150 mL,4.5,3,1200,92.0,92.0,no options,0,0,0,0
8234,1987692,TOM FORD,Eyebrow,Fiber Brow Gel,0.2 oz/ 6 mL,4.5,21,4000,54.0,54.0,no options,1,0,0,0
8235,1734920,TOM FORD,Perfume,Noir Pour Femme,1.7 oz/ 50 mL,4.5,187,9800,128.0,128.0, - Out of stock: 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
8236,2101343,TOM FORD,Rollerballs & Travel Size,Neroli Portofino Travel Spray,0.3 oz/ 10 mL,4.0,14,3400,60.0,60.0, - 0.3 oz/ 10 mL Spray Eau de Parfum ,0,0,0,0
8239,1129766,TOM FORD,Perfume,White Patchouli,1.7 oz/ 50 mL,4.0,200,4900,128.0,128.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
8240,1992395,TOM FORD,Highlighter,Skin Illuminating Powder Duo,.42 oz/ 12 g,4.0,24,6000,88.0,88.0,no options,1,0,0,0
8241,1913706,TOM FORD,Lotions & Oils,Soleil Blanc Body Oil,8.4 oz/ 250 mL,4.0,25,2600,75.0,75.0,no options,1,0,0,0
8242,2318723,TOM FORD,Cologne,Beau de Jour,1.7 oz/ 50 mL,5.0,1,394,128.0,128.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0
8243,1449115,TOM FORD,Perfume,Jasmin Rouge,1.7 oz/ 50 mL,4.5,32,5700,240.0,240.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 8.4 oz/ 248 mL Eau de Parfum Decanter,0,0,0,0
8244,2358570,TOM FORD,Lipstick,Satin Matte Lip Color,0.1 oz/ 2.96 mL,3.5,19,8000,55.0,55.0,no options,0,0,0,0
8245,2174258,TOM FORD,Perfume,Costa Azzurra Acqua,1.7oz/ 50mL,4.5,7,811,128.0,128.0, - 1.7oz/ 50mL Eau de Toilette Spray  - 3.4oz/100mL Eau de Toilette Spray,0,0,0,0
8246,1813757,TOM FORD,Lipstick,Lip Color Sheer,0.1 oz/ 3 g,4.0,34,17400,55.0,55.0,no options,0,0,0,0
8249,2183994,TOM FORD,Lipstick,Lost Cherry Lip Color,0.1 oz/ 2.8 g,5.0,14,5700,60.0,60.0,no options,0,0,1,0
8250,2175636,TOM FORD,Perfume,Neroli Portofino Acqua Travel Spray,0.34 oz / 10 mL,4.0,13,1900,49.0,49.0, - 0.34 oz / 10 mL Eau de Toilette Travel Spray ,0,1,0,0
8252,1565985,TOM FORD,Perfume,Tobacco Oud,1.7 oz/ 50 mL,4.5,8,1700,240.0,240.0, - 1.7 oz/ 50 mL Eau de Parfum Spray ,0,0,0,0
8253,1855600,TOM FORD,Perfume,Tobacco Vanille All Over Body Spray,5 oz/ 150 mL,4.0,18,3100,70.0,70.0,no options,0,0,0,0
8254,1603166,TOM FORD,Body Mist & Hair Mist,Neroli Portofino All Over Body Spray,5 oz/ 150 mL,4.0,32,2800,70.0,70.0,no options,0,0,0,0
8255,1449214,TOM FORD,Perfume,Noir de Noir,1.7 oz/ 50 mL,4.5,29,4400,240.0,240.0, - 1.7 oz/ 50 mL Eau de Parfum   - 3.4 oz/ 100 mL Eau de Parfum  - 8.4 oz/ 248 mL Eau de Parfum Decanter - 0.33 oz/ 10 mL Eau de Parfum Spray,0,0,0,0
8256,2259620,TOM FORD,Lip Balm & Treatment,Clutch Sized Soleil Neige Lip Balm,0.07 oz/ 2.0 g,2.5,9,3100,36.0,36.0,no options,0,0,1,0
