,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer
1443,1854595,Chloé,Perfume,Fleur de Parfum,2.5 oz/ 74 mL,4.0,62,6500,132.0,132.0, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 2.5 oz/ 74 mL Eau de Parfum Spray  - Out of stock: 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
1444,2315570,Chloé,Perfume,Nomade Absolu De Parfum,2.5 oz/ 75 mL,4.0,210,543,142.0,142.0, - 1 oz/ 30 mL Absolu de Parfum Spray - 1.7 oz/ 50 mL Absolu de Parfum Spray - 2.5 oz/ 75 mL Absolu de Parfum Spray ,1,0,0,0
1445,1698166,Chloé,Rollerballs & Travel Size,Love Story Rollerball,0.2 oz/ 6 mL,4.5,55,6500,34.0,34.0,no options,0,1,0,0
1446,1425453,Chloé,Bath & Shower,Chloé Perfumed Deodorant Spray,3.4 oz/ 101 mL,4.5,56,6400,31.0,31.0,no options,0,0,0,0
1447,1981356,Chloé,Perfume,Chloé Absolu de Parfum,2.5 oz/ 75 mL,4.5,20,2800,145.0,145.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 2.5 oz/ 75 mL Eau de Parfum Spray ,0,0,1,0
1448,2176154,Chloé,Perfume,Chloe Nomade Eau de Toilette,1.7oz/50mL,4.0,84,896,95.0,95.0, - 1.0oz/30mL Eau de Toilette Spray - 1.7oz/50mL Eau de Toilette Spray  - 2.5oz/75mL Eau de Toilette Spray,0,0,0,0
1449,1659382,Chloé,Lotions & Oils,Love Story Body Lotion,6.7 oz/ 200 mL,2.0,5,661,53.0,53.0,no options,1,0,0,0
1450,1912286,Chloé,Perfume,Love Story Eau Sensuelle,2.5 oz/ 75 mL,4.5,28,1800,132.0,132.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - Out of stock: 2.5 oz/ 75 mL Eau de Parfum Spray ,0,0,0,0
1451,1804129,Chloé,Perfume,Love Story Eau de Toilette,2.5 oz/ 74 mL,5.0,4,1900,115.0,115.0,no options,0,0,0,0
1452,1800564,Chloé,Perfume,Chloé Eau de Toilette,2.5 oz/ 74 mL,4.5,7,1800,115.0,115.0, - 2.5 oz/ 74 mL Eau de Toilette Spray ,0,0,0,0
1453,1880483,Chloé,Rollerballs & Travel Size,Fleur de Parfum Rollerball,0.33 oz/ 10 mL,4.5,10,2100,30.0,30.0,no options,0,0,0,0
1454,1750140,Christian Louboutin,Lipstick,Velvet Matte Lip Colour,0.134 oz,4.5,94,40800,90.0,90.0,no options,1,0,0,0
1455,2149193,Christian Louboutin,Lipstick,Silky Satin Lip Colour ,0.13 oz/ 3.7 g,4.5,80,33600,90.0,90.0,no options,1,0,0,0
1456,1750066,Christian Louboutin,Lipstick,Sheer Voile Lip Colour,0.123 oz,4.5,25,12000,90.0,90.0,no options,1,0,0,0
1459,1936814,Christian Louboutin,Mascara,Lash Amplifying Lacquer,0.23 oz/ 7 mL,4.0,24,3900,70.0,70.0,no options,1,0,0,0
1460,1652155,Christian Louboutin,Nail,Rouge Louboutin,0.4 oz,4.0,146,11000,50.0,50.0,no options,1,0,0,0
1462,2157071,Christian Louboutin,Eyeshadow,Tape A l'Oeil- Matte Nude Eye Colour,0.23 oz/ 7 mL,4.5,8,3400,50.0,50.0,no options,1,0,0,0
1463,2157147,Christian Louboutin,Eyeshadow,Tape A l'Oeil- Metallic Eye Colour,0.23 oz/ 7 mL,3.5,8,2100,50.0,50.0,no options,1,0,0,0
1464,1750249,Christian Louboutin,Lip Liner,Lip Definer,0.009 oz,3.5,10,3100,40.0,40.0,no options,1,0,0,0
1465,1936798,Christian Louboutin,Eyeliner,Luminous Ink Liner,0.135 oz/ 4 mL,4.0,19,3900,75.0,75.0,no options,1,0,0,0
1469,2132389,Christophe Robin,Scalp & Hair Treatments,Temporary Color Gel,3.4 oz/ 100 mL,3.5,112,3800,35.0,35.0,no options,0,0,0,0
1473,2276152,Christophe Robin,Hair Styling Products,Luscious Curl Cream with Flaxseed Oil,5 oz/ 150 mL,5.0,11,1600,32.0,32.0,no options,0,0,0,0
1474,1747377,Christophe Robin,Hair Masks,Regenerating Mask with Prickly Pear Seed Oil,8.33 oz/ 246 mL,3.5,448,11900,71.0,71.0,no options,0,0,0,0
1477,1747385,Christophe Robin,Shampoo,Brightening Shampoo with Chamomile,8.33 oz/ 246 mL,4.0,30,3700,34.0,34.0,no options,0,0,0,0
1478,2195915,Christophe Robin,Conditioner,Detangling Gelée Conditioner,8.3 oz/ 250 mL,4.5,172,1300,39.0,39.0,no options,0,0,0,0
1480,1747450,Christophe Robin,Color Care,Shade Variation Mask - Chic Copper,8.33 oz/ 246 mL,4.0,32,1500,53.0,53.0,no options,1,0,0,0
1481,2276145,Christophe Robin,Hair Styling Products,Anti-Frizz Rescue Milk with Shea Butter,5 oz/ 150 mL,4.5,9,1800,35.0,35.0,no options,0,0,0,0
1484,1984327,Christophe Robin,Shampoo,Hydrating Shampoo with Aloe Vera for Dehydrated Hair,8.33 oz/ 250mL,4.0,12,1200,34.0,34.0,no options,0,0,0,0
1485,2230886,Christophe Robin,Hair Masks,Hydrating Melting Mask with Aloe Vera,6.7 oz/ 200 mL,4.5,17,1400,37.0,37.0,no options,0,0,0,0
1486,1747443,Christophe Robin,Color Care,Shade Variation Mask - Golden Blonde,8.33 oz/ 246 mL,4.0,17,1600,53.0,53.0,no options,1,0,0,0
1487,1747286,Christophe Robin,Scalp & Hair Treatments,Volume Conditioner with Rose Extracts,8.33 oz/ 246 mL,4.0,92,3400,43.0,43.0,no options,0,0,0,0
1491,1747252,Christophe Robin,Hair Styling Products,Instant Volume Hair Mist with Rose Water,5 oz/ 148 mL,3.5,25,4500,39.0,39.0,no options,0,0,0,0
1492,1984335,Christophe Robin,Hair Styling Products,Hydrating Leave-in Hair Mist with Aloe Vera,5 oz/ 150mL,3.5,18,1600,39.0,39.0,no options,0,0,0,0
1494,1747278,Christophe Robin,Scalp & Hair Treatments,Antioxidant Conditioner for Highlighted or Bleached Hair,8.33 oz/ 246 mL,4.0,15,1600,43.0,43.0,no options,0,0,0,0
1495,1747294,Christophe Robin,Hair Oil,Moisturizing Hair Oil with Lavender,5.1 oz,4.0,20,2700,47.0,47.0,no options,0,0,0,0
1497,1747302,Christophe Robin,Scalp & Hair Treatments,Daily Leave-In Hair Cream with Sandalwood,3.4 oz,4.0,22,2700,43.0,43.0,no options,0,0,0,0
1501,2132322,Christophe Robin,Scalp & Hair Treatments,Thickening Shampoo Paste with Rassoul Clay for Men,8.3 oz/ 250 mL,4.5,11,1200,53.0,53.0,no options,1,0,0,0
1504,1972223,Ciaté London,Lipstick,Glitter Flip,0.10 oz/ 2.98 g,4.0,930,91500,19.0,19.0,no options,0,1,0,0
1505,2337335,Ciaté London,Blush,Dewy Blush,0.33 oz/ 10 mL,4.5,3,3100,22.0,22.0,no options,0,1,0,0
1509,1915313,Ciaté London,Blush,Glow-To Illuminating Blush,0.141 oz/ 4 g,4.5,105,28600,26.0,26.0,no options,0,1,0,0
1510,2204220,Ciaté London,Face Primer,Watermelon Burst Hydrating Primer,1.35 oz/ 40 mL,4.5,95,6800,28.0,28.0,no options,0,1,0,0
1512,1972280,Ciaté London,Highlighter,Dewy Stix - Luminous Highlighting Balm,0.17 oz/ 5 g,4.0,556,25100,26.0,26.0,no options,0,1,0,0
1513,2231371,Ciaté London,Eyeshadow,Marbled Metals Eyeshadow,0.14 oz/ 4 g,4.5,35,10600,24.0,24.0,no options,0,1,0,0
1514,2115426,Ciaté London,Lipstick,Glitter Storm Lipstick,0.12 oz/ 3.5 g,4.5,29,10000,22.0,22.0,no options,0,1,0,0
1516,1956523,Ciaté London,Eye Palettes,"Chloe Morello Pretty, Fun & Fearless Eyeshadow Palette",0.52 oz/ 15 g,4.0,132,21500,42.0,42.0,no options,1,1,1,0
1518,2287787,Ciaté London,Lip Plumper,Pump Plump Lip Gloss,0.20 oz/ 6 mL,3.5,14,3400,18.0,18.0,no options,0,0,0,0
1519,1915263,Ciaté London,Highlighter,Glow-To Highlighter,0.17 oz/ 5 g,4.0,90,13300,32.0,32.0,no options,0,1,0,0
1520,1904192,Ciaté London,Lipstick,Liquid Velvet™ - Moisturizing Matte Liquid Lipstick,0.22 oz/ 6.5 mL,4.0,682,46400,19.0,19.0,no options,0,1,0,0
1523,1972314,Ciaté London,Highlighter,Mermaid Glow,0.32 oz/ 9 g,4.0,17,7400,32.0,32.0,no options,0,1,0,0
1524,1972322,Ciaté London,Lipstick,Liquid Chrome,0.10 oz/ 2.98 g,4.0,41,10000,18.0,18.0,no options,0,1,0,0
1525,1830314,Ciaté London,Lipstick,Pretty Stix Murumuru Butter Lipstick,0.09 oz/ 2.5 g,4.0,22,8300,20.0,20.0,no options,0,1,0,0
1526,1702745,Cinema Secrets,Brush Cleaners,Makeup Brush Cleaner Pro Starter Kit,8 oz/ 237 mL,4.5,608,42100,25.0,30.0,no options,0,0,0,0
1529,2287860,Cinema Secrets,Brush Cleaners,Makeup Sanitizing Spray,6 oz/ 177 mL,5.0,3,1500,18.0,18.0,no options,1,0,0,0
1530,2287837,Cinema Secrets,Brush Cleaners,Brush Cleansing Soap,100 g,5.0,10,2200,24.0,24.0,no options,0,0,0,0
1532,1768266,Cinema Secrets,Setting Spray & Powder,Ultralucent Setting Powder,0.67 oz,4.0,168,13800,22.0,22.0,no options,1,0,0,0
1535,1863901,Cinema Secrets,Makeup Removers,Break It Down Waterproof Makeup Remover,4.2 oz/ 124 mL,4.5,20,2300,20.0,20.0,no options,1,0,0,0
1536,1768191,Cinema Secrets,Face Primer,Super Sealer Mattifying Setting Spray,3.4 oz/ 101 mL,3.5,69,7000,24.0,24.0,no options,1,0,0,0
1538,1108240,Clarins,Face Wash & Cleansers,Gentle Foaming Cleanser with Cottonseed,4.4 oz/ 130 mL,4.5,508,12300,26.0,26.0,no options,0,0,0,0
1540,2048585,Clarins,Night Creams,Extra-Firming Wrinkle Control Regenerating Night Cream,1.6 oz/50 mL,4.5,5,2500,93.0,93.0,no options,0,0,0,0
1542,74773,Clarins,Cellulite & Stretch Marks,Tonic Body Treatment Oil,3.4 oz/ 100 mL,4.5,224,16900,66.0,66.0,no options,0,0,0,0
1543,1682194,Clarins,Eye Creams & Treatments,Super Restorative Total Eye Concentrate,0.5 oz/ 15 mL,4.0,208,9300,85.0,85.0,no options,0,0,0,0
1544,1682202,Clarins,Body Sunscreen,Sunscreen Multi-Protection Broad Spectrum SPF 50,1.7 oz,4.0,108,7000,43.0,43.0,no options,0,0,0,0
1545,1800259,Clarins,Night Creams,Multi-Active Night Cream - Normal to Combination Skin,1.6 oz/ 47 mL,4.5,53,5800,58.0,58.0,no options,0,0,0,0
1546,2072221,Clarins,Moisturizers,Extra-Firming Wrinkle Control Firming Day Cream SPF 15,1.7 oz/ 50 mL,5.0,11,3000,87.0,87.0,no options,0,0,0,0
1547,348128,Clarins,Toners,Toning Lotion with Camomile,6.8 oz/ 200 mL,4.5,332,15300,26.0,26.0,no options,0,0,0,0
1548,1923887,Clarins,Moisturizers,Hydra-Essentiel Silky Cream - Normal to Dry Skin,1.7 oz/ 50 mL,4.5,74,5300,48.0,48.0,no options,0,0,0,0
1549,1600170,Clarins,For Face,Radiance-Plus Golden Glow Booster,0.5 oz/ 15 mL,4.0,339,12100,32.0,32.0,no options,0,0,0,0
1551,1814821,Clarins,Cellulite & Stretch Marks,Masvelt Body Shaping Cream,6.4 oz,4.5,19,6300,71.0,71.0,no options,0,0,0,0
1552,1800275,Clarins,Moisturizers,Multi-Active Day Cream SPF 20 - All Skin Types,1.7 oz,3.5,65,3100,55.0,55.0,no options,0,0,0,0
1553,2254894,Clarins,Face Serums,V Shaping Lift Serum,1.6 oz/ 50 mL,4.5,7,2000,81.0,81.0,no options,1,0,0,0
1554,1800150,Clarins,Lip Balms & Treatments,Lip Comfort Oil,0.1 oz/ 7 mL,4.0,400,52200,26.0,26.0,no options,0,0,0,0
1556,1810704,Clarins,Moisturizers,Multi Active Day Cream - All Skin Types,1.6 oz/ 47 mL,3.5,18,3100,55.0,55.0,no options,0,0,0,0
1557,1642578,Clarins,Body Lotions & Body Oils,Moisture-Rich Body Lotion,6.5 oz/ 190 mL,4.5,74,2600,44.0,44.0,no options,0,0,0,0
1558,2340297,Clarins,Decollete & Neck Creams,Extra-Firming Neck & Décolleté Cream,2.0 oz/ 75 mL,0.0,0,449,90.0,90.0,no options,1,0,0,0
1559,1392943,Clarins,Face Oils,Blue Orchid Face Treatment Oil,1 oz/ 30 mL,4.5,76,7100,60.0,60.0,no options,1,0,0,0
1560,2340289,Clarins,Cellulite & Stretch Marks,Body Partner Stretch Mark Cream,5.8 oz/ 175 mL,0.0,0,424,60.0,60.0,no options,1,0,0,0
1562,1535764,Clarins,Makeup Removers,Instant Eye Makeup Remover,4.2 oz/ 125 mL,4.5,144,4500,30.0,30.0,no options,0,0,0,0
1563,1923853,Clarins,Moisturizers,Hydra-Essentiel Rich Cream - Very Dry Skin,1.8 oz/ 50 mL,4.5,24,1900,48.0,48.0,no options,0,0,0,0
1564,1798891,Clarins,Self Tanners,Self Tanning Milky-Lotion,4.2 oz/ 124 mL,3.5,34,2300,40.0,40.0,no options,0,0,0,0
1565,348144,Clarins,Toners,Extra-Comfort Toning Lotion,6.8 oz/ 200 mL,4.5,21,1500,26.0,26.0,no options,0,0,0,0
1566,827824,Clarins,For Face,Liquid Bronze Self Tanning,4.2 oz/ 125 mL,4.5,228,4700,40.0,40.0,no options,0,0,0,0
1567,1108257,Clarins,Face Wash & Cleansers,Gentle Foaming Cleanser-Combination or Oily Skin ,4.4 oz/ 130 mL,4.5,40,3500,26.0,26.0,no options,0,0,0,0
1568,2203057,Clarins,Eye Creams & Treatments,Extra-Firming Eye,0.5 oz/ 15 mL,3.5,2,286,65.0,65.0,no options,1,0,0,0
1570,1923846,Clarins,Eye Creams & Treatments,Multi-Active Eye,0.5 oz/ 15 mL,3.5,20,2300,47.0,47.0,no options,0,0,0,0
1571,1923788,Clarins,Face Serums,Hydra-Essentiel Bi-Phase Serum,1 oz/ 30 mL,4.5,37,5200,60.0,60.0,no options,0,0,0,0
1572,1682319,Clarins,Face Oils,Santal Face Treatment Oil,1 oz,5.0,19,5300,60.0,60.0,no options,1,0,0,0
1573,1076793,Clarins,Self Tanners,Delicious Self-Tanning Cream,4.4 oz/ 150 mL,4.0,249,1600,48.0,48.0,no options,0,0,0,0
1574,348078,Clarins,Face Wash & Cleansers,Cleansing Milk with Alpine Herbs,6.9 oz/ 200 mL,4.0,100,3700,33.0,33.0,no options,0,0,0,0
1575,1528264,Clarins,Face Oils,Lotus Face Treatment Oil,1 oz,4.5,130,6400,60.0,60.0,no options,0,0,0,0
1576,1858372,Clarins,Face Masks,Extra-Firming Mask,2.5 oz/ 75mL,4.5,10,3000,77.0,77.0,no options,0,0,0,0
1577,74476,Clarins,Moisturizers,Beauty Flash Balm,1.7 oz/ 50 mL,4.5,258,11200,49.0,49.0,no options,0,0,0,0
1578,1923861,Clarins,Moisturizers,Hydra-Essentiel Cooling Gel - Normal to Combination Skin,1.7 oz/ 50 mL,4.0,528,3000,48.0,48.0,no options,0,0,0,0
1579,1602879,Clarins,Face Sunscreen,Sunscreen Care Oil Spray Broad Spectrum SPF 30,5 oz/ 150 mL,4.0,40,4900,36.0,36.0,no options,0,0,0,0
1580,74609,Clarins,Cellulite & Stretch Marks,Contour Body Treatment Oil,3.4 oz,4.5,14,4800,66.0,66.0,no options,0,0,0,0
1581,1373299,Clarins,Eye Creams & Treatments,Eye Contour Gel,0.7 oz/ 20 mL,4.0,100,2900,43.0,43.0,no options,0,0,0,0
1582,1800267,Clarins,Moisturizers,Multi-Active Day Cream-Gel - Normal to Combination Skin,1.7 oz/ 50 mL,3.5,17,1600,55.0,55.0,no options,0,0,0,0
1583,1319383,Clarins,Cellulite & Stretch Marks,Extra-Firming Body Lotion,6.9 oz/ 204 mL,4.0,7,3100,66.0,66.0,no options,0,1,0,0
1584,1754191,Clarins,Body Lotions & Body Oils,Extra-Firming Body Cream,6.8 oz/ 201 mL,3.0,6,1500,66.0,66.0,no options,0,0,0,0
1585,2032100,Clarins,Face Masks,SOS Comfort Nourishing Balm Mask,2.3 oz/ 75 mL,4.5,6,1300,34.0,34.0,no options,0,0,0,0
1586,1819945,Clarins,Eye Creams & Treatments,Enhancing Eye Lift Serum,0.5 oz/ 15 mL,3.5,10,1500,66.0,66.0,no options,0,0,0,0
1587,2032084,Clarins,Face Masks,SOS Hydra Refreshing Hydration Mask,2.3 oz/ 75 mL,4.0,12,1800,34.0,34.0,no options,0,0,0,0
1588,2032092,Clarins,Face Masks,SOS Pure Rebalancing Clay Mask,2.3 oz/ 75 mL,4.0,9,940,34.0,34.0,no options,0,0,0,0
1589,1819952,Clarins,Face Masks,V-Facial Intensive Wrap,2.5 oz/ 74 mL,5.0,14,4500,61.0,61.0,no options,0,0,0,0
1590,1404805,Clarins,Moisturizers,Extra–Firming Day Cream All Skin Types,1.7 oz/ 50 mL,4.0,24,2000,86.0,86.0,no options,0,0,0,0
1591,1800242,Clarins,Face Sunscreen,UV PLUS Anti-Pollution Sunscreen Multi-Protection Tint SPF 50,1.7 oz,4.0,61,5800,45.0,45.0,no options,0,0,0,0
1597,2109585,Clarisonic Skincare,Facial Cleansing Brushes,Daily Radiance Cleansing Brush Head,Single,3.0,28,0,29.0,29.0,no options,0,0,0,0
1599,2109593,Clarisonic Skincare,Facial Cleansing Brushes,Sensitive Skin Cleansing Brush Head,Single,3.5,5,0,29.0,29.0,no options,0,0,0,0
1606,2040954,Clarisonic Skincare,Face Wash & Cleansers,Refreshing Gel Cleanser,4 oz/ 120 mL,4.5,17,1300,19.0,19.0,no options,0,0,0,0
1608,2040962,Clarisonic Skincare,Face Wash & Cleansers,Radiance Foaming Milk Cleanser,4 oz/ 120 mL,4.0,20,1800,19.0,19.0,no options,0,0,0,0
1613,2174894,Clarisonic Skincare,Face Wash & Cleansers,Skin Renewing Peel Treatment Glycolic Acid Cleanser,4 oz/ 120 mL,5.0,3,1100,39.0,39.0,no options,0,0,0,0
1614,2040947,Clarisonic Skincare,Face Wash & Cleansers,Pore & Blemish Acne Cleanser,4 oz/ 120 mL,3.0,19,1100,19.0,19.0,no options,0,0,0,0
1616,2319655,CLEAN RESERVE,Perfume,Reserve - Radiant Nectar,3.4 oz/ 100 mL,4.5,22,1100,98.0,98.0, - 3.4 oz/ 100 mL Eau de Parfum Spray  - 0.34 oz/ 10 mL Eau de Parfum Spray,0,1,1,0
1617,2036770,CLEAN RESERVE,Perfume,Reserve - Acqua Neroli,3.4 oz/ 100 mL,4.5,135,5400,98.0,98.0,no options,0,1,0,0
1619,1773175,CLEAN RESERVE,Perfume,Reserve - Skin,3.4 oz/ 101 mL,4.5,105,5400,98.0,98.0,no options,0,0,0,0
1620,1773183,CLEAN RESERVE,Perfume,Reserve - Rain,3.4 oz/ 100 mL,4.5,87,5500,98.0,98.0, - 3.4 oz/ 100 mL Eau de Parfum Spray  - 0.34 oz/ 10 mL Eau de Parfum Spray,0,0,0,0
1621,2316107,CLEAN RESERVE,Fragrance,Reserve - Radiant Nectar Travel Spray,0.34 oz/ 10 mL,5.0,6,1700,28.0,28.0, - 0.34 oz/ 10 mL Eau de Parfum Spray ,0,1,0,0
1622,2170835,CLEAN RESERVE,Perfume,Reserve - Solar Bloom,3.4oz/100mL,4.0,49,2600,98.0,98.0, - 3.4oz/100mL Eau de Parfum Spray  - .34oz/10mL Eau de Parfum Travel Spray,0,1,0,0
1623,1773167,CLEAN RESERVE,Perfume,Reserve - Warm Cotton,3.4 oz/ 101 mL,3.0,207,2900,98.0,98.0, - 0.34 oz/ 10 mL Eau de Parfum Spray - 3.4 oz/ 101 mL Eau de Parfum Spray ,0,0,0,0
1624,2196996,CLEAN RESERVE,Perfume,Classic - Skin,1oz/30mL ,4.5,318,10300,44.0,44.0, - 2oz/60mL  Eau de Parfum  Spray - 1oz/30mL  Eau de Parfum  Spray  - 0.34 oz/ 10 mL Eau de Toilette Rollerball,0,0,0,0
1625,2197143,CLEAN RESERVE,Perfume,Classic - Warm Cotton,2oz/60mL,4.0,533,10100,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray  - Out of stock: 0.34 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
1626,2036788,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Acqua Neroli Travel Spray,0.33 oz/ 10 mL,4.5,58,4700,28.0,28.0,no options,0,1,0,0
1627,1841881,CLEAN RESERVE,Perfume,Reserve - Sel Santal,3.4 oz/ 100 mL,4.0,115,3500,98.0,98.0,no options,0,0,0,0
1628,1985787,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Rain Travel Spray,0.34 oz/ 10 mL,4.5,36,4100,28.0,28.0,no options,0,0,0,0
1629,1841873,CLEAN RESERVE,Perfume,Reserve - Citron Fig,3.4 oz/ 100 mL,4.5,61,4600,98.0,98.0,no options,0,0,0,0
1630,2197069,CLEAN RESERVE,Perfume,Classic - Fresh Laundry,2oz/60mL ,4.0,128,4900,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL  Eau de Parfum  Spray  - 0.34 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
1631,2197028,CLEAN RESERVE,Perfume,Classic - Rain ,2oz/60mL,4.0,117,5500,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray  - 0.34 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
1632,1985779,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Warm Cotton Travel Spray,0.34 oz/ 10 mL,5.0,43,2700,28.0,28.0,no options,0,0,0,0
1633,1768449,CLEAN RESERVE,Perfume,Reserve - Sueded Oud,3.4 oz/ 101 mL,4.0,116,3500,98.0,98.0, - 0.34 oz/ 10 mL Eau de Parfum Spray - 3.4 oz/ 101 mL Eau de Parfum Spray ,0,0,0,0
1634,1985795,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Skin Travel Spray,0.34 oz/ 10 mL,4.5,47,2200,28.0,28.0,no options,0,0,0,0
1635,2186625,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Solar Bloom Travel Spray,.34oz/10mL,4.0,22,2600,28.0,28.0,no options,0,1,0,0
1636,2197184,CLEAN RESERVE,Perfume,Classic - CLEAN Original,2oz/60mL,3.5,252,5400,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray ,0,0,0,0
1637,2197002,CLEAN RESERVE,Perfume,Classic - Shower Fresh,2oz/60mL,4.0,220,4000,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray ,0,0,0,0
1638,2197150,CLEAN RESERVE,Perfume,Classic - Ultimate,2oz/60mL,4.0,151,3100,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray ,0,0,0,0
1639,1600444,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Fresh Laundry Rollerball,0.34 oz/ 10 mL,5.0,6,2400,24.0,24.0,no options,0,0,0,0
1640,1773142,CLEAN RESERVE,Perfume,Reserve - Amber Saffron,3.4 oz/ 101 mL,4.0,61,3400,98.0,98.0,no options,0,0,0,0
1641,2019586,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Sel Santal Travel Spray,0.34 oz/ 10 mL,4.5,24,1800,28.0,28.0,no options,0,0,0,0
1642,1564285,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Skin Rollerball,0.34 oz/ 10 mL,4.5,61,4000,24.0,24.0,no options,0,0,0,0
1644,2197101,CLEAN RESERVE,Perfume,Classic - Blossom,2oz/60mL,4.5,13,2100,74.0,74.0, - 2oz/60mL Eau de Parfum  Spray  - 1oz/30mL Eau de Parfum  Spray,0,0,0,0
1645,1985761,CLEAN RESERVE,Rollerballs & Travel Size,Reserve - Sueded Oud Travel Spray,0.34 oz/ 10 mL,4.0,14,1800,28.0,28.0,no options,0,0,0,0
1646,2197085,CLEAN RESERVE,Perfume,Classic - Cool Cotton,2oz/60mL,4.0,31,3600,74.0,74.0, - 1oz/30mL  Spray - 2oz/60mL  Spray  - ,0,0,0,0
1647,2197127,CLEAN RESERVE,Perfume,Classic - Air,2oz/60mL,4.5,24,2100,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray  - Out of stock: 0.34 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0
1648,1691112,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Rain Rollerball,0.34 oz/ 10 mL,4.5,16,3000,24.0,24.0,no options,0,0,0,0
1649,1751544,CLEAN RESERVE,Perfume,Cashmere,0.34 oz/ 10 mL,4.5,35,2300,24.0,24.0, - 0.34 oz/ 10 mL Eau de Parfum Rollerball ,0,0,0,0
1650,1751544,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Cashmere Rollerball,0.34 oz/ 10 mL,4.5,16,2400,24.0,24.0,no options,0,0,0,0
1651,2197044,CLEAN RESERVE,Perfume,Classic - Fresh Linens,2oz/60mL,4.5,15,1400,74.0,74.0, - 1oz/30mL Eau de Parfum  Spray - 2oz/60mL Eau de Parfum  Spray ,0,0,0,0
1652,1200476,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Warm Cotton Rollerball,0.34 oz/ 10 mL,4.5,127,3400,24.0,24.0,no options,0,0,0,0
1653,1644228,CLEAN RESERVE,Body Sprays & Deodorant,Classic - Shower Fresh Deodorant,2.6 oz/ 75 g,3.5,7,885,20.0,20.0,no options,1,0,0,0
1654,2171320,CLEAN RESERVE,Perfume,Classic - Endless Summer,2oz/60mL ,4.5,6,673,68.0,68.0, - 2oz/60mL  Eau de Toilette Spray ,1,0,0,0
1655,2254860,CLEAN RESERVE,Body Mist & Hair Mist,Reserve - Skin Hair Mist,1.7 oz/ 50 mL,0.0,0,279,38.0,38.0,no options,0,0,0,0
1656,1777929,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Blossom Rollerball,0.34 oz,3.5,7,1000,24.0,24.0,no options,0,0,0,0
1658,1997386,CLEAN RESERVE,Perfume,Classic - Warm Cashmere,1 oz/ 30 mL,3.5,7,650,44.0,44.0,no options,0,0,1,0
1659,1644178,CLEAN RESERVE,Cologne,Classic - Clean Classic,2.14 oz/ 60 mL,4.5,7,431,72.0,72.0,no options,1,0,0,0
1660,1773456,CLEAN RESERVE,Perfume,Reserve - Smoked Vetiver,3.4 oz/ 101 mL,4.5,16,1800,98.0,98.0,no options,0,0,0,0
1661,1694371,CLEAN RESERVE,Rollerballs & Travel Size,Classic - Air Rollerball,0.34 oz/ 10 mL,4.5,7,1600,24.0,24.0,no options,0,0,0,0
1663,2254886,CLEAN RESERVE,Body Mist & Hair Mist,Reserve - Solar Bloom Hair Mist,1.7 oz/ 50 mL,2.5,2,170,38.0,38.0,no options,0,0,0,0
1664,2254878,CLEAN RESERVE,Body Mist & Hair Mist,Reserve - Rain Hair Mist,1.7 oz/ 50 mL,0.0,0,250,38.0,38.0,no options,0,0,0,0
1675,2166825,CLINIQUE,Foundation,Beyond Perfecting Foundation + Concealer,1 oz/ 30 mL,4.0,2000,96600,29.5,29.5,no options,0,0,0,0
1676,2163400,CLINIQUE,Moisturizers,Clinique iD™ Custom-Blend Hydrator Collection,4.2 oz/ 125 mL,3.5,185,44600,39.0,39.0,no options,0,0,0,0
